{0.},{0.12599470099651766},{0.2539816501866148},{0.3859845975082571},{0.524090794498761},{0.6704839982471176},{0.8274790013074047},{0.9975582335657525},{1.1834110148153918},{1.3879760787077202},{1.614488040474852},{1.8665285431786427},{2.1480828912187935},{2.4636030665980453},{2.8180781243676494},{3.2171130803570387},{3.6670175385730275},{4.1749054596590005},{4.7488076479688015},{5.397798735918785},{6.132140673514712},{6.963444991932692},{7.904856406891591},{8.9712606649826},{10.17951991945505},{11.548739357257746}
{0.002170509346295693},{0.13033571968910904},{0.2604931782255019},{0.39466663489343984},{0.5349433412302395},{0.6835070543248918},{0.8426725667314745},{1.014922308336118},{1.202945598932053},{1.4096811721706772},{1.6383636432841047},{1.8925746553341911},{2.1762995127206377},{2.493990197446185},{2.850635764562085},{3.25184122989777},{3.703916197460054},{4.213974627892323},{4.79004732554842},{5.441208922844699},{6.177721369786922},{7.011196197551198},{7.954778121856392},{9.023352889293696},{10.233782653112442},{11.605172600261435}
{0.008613576927201735},{0.13891506638732026},{0.27120880404101827},{0.4075185398262614},{0.5499315252803662},{0.7006315174923237},{0.8619333090162117},{1.0363193297381603},{1.2264788994514004},{1.4353507518073298},{1.6661695020380625},{1.9225167932054539},{2.2083779297092057},{2.5282048935520582},{2.886986739785263},{3.2903284842382536},{3.744539730917843},{4.256734440467417},{4.834943417240819},{5.488241293654403},{6.226890019713931},{7.062501126595512},{8.008219330018012},{9.078930376572622},{10.291496419508672},{11.66502264577497}
{0.01912544086225301},{0.151495288812855},{0.28585738495703644},{0.4242354792327631},{0.5687168231773513},{0.7214851738797923},{0.8848553238941638},{1.061309703106596},{1.2535376313103195},{1.4644778421567322},{1.6973649508779485},{1.9557806005358234},{2.2437100955300586},{2.5656054178633947},{2.926455622587083},{3.3318657255305566},{3.7881453307006296},{4.302408398740687},{4.882685734004572},{5.538051968908641},{6.278769053458652},{7.116448518830716},{8.0642350807437},{9.137014485788793},{10.351648887215326},{11.727243471972107}
{0.03337186227509479},{0.16770952884038615},{0.304039443599257},{0.444385356489673},{0.5908345190489506},{0.7455706883660809},{0.9109086569951417},{1.089330854822263},{1.2835266016406761},{1.4964346311017782},{1.7312895584376837},{1.9916730267102483},{2.2815703403191727},{2.605433481267198},{2.968251504605576},{3.375629426163739},{3.8338768499485014},{4.350107736603248},{4.932352890481823},{5.58968694400058},{6.332371847165281},{7.172019131152035},{8.121773511679708},{9.19652073533949},{10.413122955380713},{11.790685358752183}
{0.050896053162987225},{0.18706996479210233},{0.3252361246147969},{0.4674182825690366},{0.615703690192138},{0.772276104573092},{0.9394503182659766},{1.1197087611569219},{1.3157407530391585},{1.5304850275640844},{1.7671761999638138},{2.0293959133002017},{2.32112947197295},{2.6468288579847994},{3.011483126387001},{3.4206972930089874},{3.8807809618575737},{4.398848093576144},{4.982929492518543},{5.642099791101124},{6.3866209393296485},{7.228104468380226},{8.179695093971722},{9.256278562695329},{10.474717027800375},{11.85411567623567}
{0.07112954078387669},{0.2089791652443738},{0.34882103789845037},{0.49267890868407216},{0.6426400291385554},{0.8008881563508915},{0.9697380828751581},{1.1516722385974854},{1.349379943311104},{1.565799930667412},{1.8041668158985231},{2.0680622420662935},{2.3614715135704234},{2.6888466124136547},{3.0551765936472384},{3.4660664731006072},{3.9278258547805756},{4.447568699330528},{5.033325811104309},{5.694171822518271},{6.4403686835781775},{7.283527925460137},{8.236794263883016},{9.315053445438004},{10.535167623374432},{11.91624198464111}
{0.09340573949382534},{0.23274411756088947},{0.3740747438215331},{0.5194213682137219},{0.6708712422747722},{0.8306081230936753},{1.000946803224509},{1.1843697125534032},{1.383566170873589},{1.6014749118364637},{1.8413305506741422},{2.1067147304484792},{2.4016127555591766},{2.730476608008975},{3.0982953428491253},{3.5106739759090613},{3.9739221111955967},{4.495153709352116},{5.082399574732463},{5.744734339752994},{6.492419954419467},{7.337067949907993},{8.29182304193744},{9.371570977098994},{10.59317390864199},{11.975737023515233}
{0.11697594334867747},{0.2575926372637798},{0.40020157937246165},{0.5468265196126887},{0.6995547095217772},{0.8605699061887184},{1.0321869021675902},{1.2168881273445227},{1.4173629015127467},{1.6365499583236598},{1.8776839130093763},{2.1443464086317516},{2.440522749590487},{2.7706649178883236},{3.1397619685765124},{3.5534189174844864},{4.01794536861906},{4.5404552826236175},{5.128979463852003},{5.792592544720572},{6.541556475235083},{7.387482786571648},{8.343516194449132},{9.424542445458725},{10.64742369284976},{12.03126512357104}
{0.1410274008318747},{0.282691813031934},{0.42634847342557275},{0.5740211319507568},{0.7277970401448022},{0.8898599550967005},{1.0625246693605293},{1.2482736128224186},{1.4497961052755997},{1.6700308803714696},{1.912212553342143},{2.1799227672494754},{2.477146826493168},{2.808336713075961},{3.178481482049107},{3.593186149242038},{4.058760318661569},{4.582317950951083},{5.171889850464425},{5.836550649617951},{6.5865622984174195},{7.433536328038941},{8.390617454201381},{9.472691423495933},{10.696620389171924},{12.081509538178162}
